artist_name,track_name,release_date,genre,lyrics
New Order,Bizarre Love Triangle,1986,disco,"Every time I think of you I feel shot right through with a bolt of blue It's no problem of mine, but it's a problem I find Living a life that I can't leave behind There's no sense in telling me The wisdom of the fool won't set you free But that's the way that it goes and it's what nobody knows Well, every day my confusion grows  Every time I see you falling I get down on my knees and pray I'm waiting for that final moment You say the words that I can't say  I feel fine and I feel good I'm feeling like I never should Whenever I get this way, I just don't know what to say Why can't we be ourselves like we were yesterday? I'm not sure what this could mean I don't think you're what you seem I do admit to myself that if I hurt someone else Then I'll never see just what we're meant to be See New Order LiveGet tickets as low as $87You might also like Every time I see you falling I get down on my knees and pray I'm waiting for that final moment You say the words that I can't say Every time I see you falling I get down on my knees and pray I'm waiting for that final moment You say the words that I can't say22Embed"
"Lipps, Inc.",Funkytown,1979,disco,"Gotta make a move to a town that's right for me Town to keep me movin', keep me groovin' with some energy  Well, I talk about it, talk about it Talk about it, talk about it Talk about, talk about Talk about movin' Gotta move on Gotta move on Gotta move on   A-won't you take me to Funkytown? Won't you take me to Funkytown? Won't you take me to Funkytown? Won't you take me to Funkytown?   Won't you take me to Funkytown? Won't you take me to Funkytown? Won't you take me to Funkytown? Won't you take me to Funkytown? You might also like  Gotta make a move to a town that's right for me Town to keep me movin', keep me groovin' with some energy  Well, I talk about it, talk about it Talk about it, talk about it Talk about, talk about Talk about movin' Gotta move on Gotta move on Gotta move on   A-won't you take me to Funkytown? Won't you take me to Funkytown? Won't you take me to Funkytown? Won't you take me to Funkytown?   Won't you take me to Funkytown? Won't you take me to Funkytown? Won't you take me to Funkytown? Won't you take me to Funkytown, yeah? Won't you take me down to Funkytown? Won't you take me down to Funkytown? Won't you take me down to Funkytown? Won't you take me down to Funkytown? (Won't you take me to) Funkytown? (Won't you take me to) Funkytown? (Won't you take me to) Funkytown? (Won't you take me to) Funkytown? Take me, won't you take me? Take me, won't you take me? Take me, (won't you take me) won't you take me? Take me, (won't you take me) won't you take me? I wanna go (won't you take me) to Funkytown I wanna go (won't you take me) to Funkytown I wanna go (won't you take me) to Funkytown I wanna go (won't you take me) to Funkytown7Embed"
Elton John,Don't Go Breaking My Heart,1976,disco,"Don't go breaking my heart I couldn't if I tried Oh honey if I get restless Baby you're not that kind Don't go breaking my heart You take the weight off of me Oh honey when you knock on my door Ooh, I gave you my key  Ooh, nobody knows it When I was down I was your clown Ooh, nobody knows it (Nobody knows it) Right from the start I gave you my heart Oh, I gave you my heart  So don't go breaking my heart I won't go breaking your heart Don't go breaking my heart  And nobody told us 'Cause nobody showed us And now it's up to us babe Oh, I think we can make it So don't misunderstand me You put the light in my life Oh, you put the spark to the flame I've got your heart in my sights You might also like Ooh, nobody knows it When I was down I was your clown Ooh, nobody knows it (Nobody knows it) Right from the start I gave you my heart Oh, I gave you my heart  Don't go breaking my heart I won't go breaking your heart Don't go breaking my heart  Ooh, nobody knows it When I was down I was your clown Right from the start I gave you my heart Oh, I gave you my heart  Don't go breaking my heart I won't go breaking your heart Don't go breaking my Don't go breaking my Don't go breaking my heart Don't go breaking my Don't go breaking my I won't go breaking your heart Don't go breaking my heart Don't go breaking my I won't go breaking your heart Don't go breaking my heart Don't go breaking my I won't go breaking your heart Don't go breaking my heart Don't go breaking my I won't go breaking your heart Don't go breaking my heart Don't go breaking my I won't go breaking your heart Don't go breaking my heart Don't go breaking my I won't go breaking your heart Don't go breaking my heart9Embed"
Pink Floyd,The Happiest Days of Our Lives,1979,disco,"You! Yes, you! Stand still, laddie!  When we grew up and went to school There were certain teachers who Would hurt the children in any way they could (Oof!) By pouring their derision upon anything we did Exposing every weakness However carefully hidden by the kid  But in the town, it was well known, when they got home at night Their fat and psychopathic wives would thrash them within inches of their livesYou might also like13Embed"
Barry Manilow,Copacabana,1978,disco,"Her name was Lola, she was a showgirl With yellow feathers in her hair And a dress cut down to there She would merengue and do the cha-cha And while she tried to be a star Tony always tended bar  Across the crowded floor They worked from eight 'til four They were young and they had each other Who could ask for more?  At the Copa, Copacabana (Copa, Copacabana) The hottest spot north of Havana (Here) At the Copa, Copacabana (Copacabana) Music and passion were always the fashion At the Copa, they fell in love (Copa, Copacabana)  His name was Rico, he wore a diamond He was escorted to his chair He saw Lola dancing there And when she finished, he called her over But Rico went a bit too far Tony sailed across the bar See Barry Manilow LiveGet tickets as low as $27You might also like And then the punches flew And chairs were smashed in two There was blood and a single gunshot But just who shot who?  At the Copa, Copacabana (Copa, Copacabana) The hottest spot north of Havana (Here) At the Copa, Copacabana (Copacabana) Music and passion were always the fashion At the Copa, she lost her love (Copa, Copacabana)  (Copa, Copacabana) (Copacabana) (Music and passion) (Always in fashion)  Her name is Lola, she was a showgirl But that was thirty years ago When they used to have a show Now it's a disco, but not for Lola Still in the dress she used to wear Faded feathers in her hair She sits there so refined And drinks herself half-blind She lost her youth and she lost her Tony Now she's lost her mind  At the Copa, Copacabana (Copa, Copacabana) The hottest spot north of Havana (Here) At the Copa, Copacabana (Copacabana) Music and passion were always the fashion At the Copa, don't fall in love (Copa, Copacabana) Don't fall in love (Copacabana, Copacabana)  (Copa, Copacabana) (Copacabana, Copacabana)...3Embed"
Diana Ross,I'm Coming Out,1980,disco,"I'm ... coming ... out I'm coming I'm ... coming ... out I'm coming out I'm coming ... out I'm ... coming ... out  I'm coming out I want the world to know, got to let it show I'm coming out I want the world to know, I got to let it show  There's a new me coming out and I just had to live And I wanna give, I'm completely positive I think this time around, I am gonna do it Like you never knew it, oh, I'll make it through The time has come for me to break out of this shell I have to shout that I am coming out  I'm coming out, I want the world to know I got to let it show (I'm coming) I'm coming out I want the world to know, I got to let it show I'm coming out I want the world to know, I got to let it show I'm coming out I want the world to know, I got to let it show See Diana Ross LiveGet tickets as low as $65You might also like I've got to show the world all that I wanna be And all my abilities, there's so much more to me Somehow I'll have to make them just understand I got it well in hand and oh how I have planned I'm spreadin' love, there is no need to fear And I just feel so good, every time I hear  I'm coming out, I want the world to know I got to let it show I'm coming out, I want the world to know Got to let it show  I'm coming out, I want the world to know Got to let it show I'm coming out, I want the world to know Got to let it show I'm coming out, I want the world to know Got to let it show I'm coming out, I want the world to know Got to let it show I'm coming out, I want the world to know Got to let it show I'm coming out, I want the world to know Got to let it show I'm, I'm coming out I have to shout that I'm coming out I want the world to know Got to let it show I'm coming, I'm coming out11Embed"
Tom Tom Club,Genius of Love,1981,disco,"47 ContributorsGenius of Love LyricsWhat you gonna do when you get out of jail? I'm gonna have some fun What do you consider fun? Fun, natural fun I'm in Heaven With my boyfriend, my laughing boyfriend There's no beginning and there is no end Time isn't present in that dimension You'll take my arm When we're walkin', rolling and rocking It is one time I'm glad I'm not a man Feels like I'm dreaming, but I'm not sleeping I'm in Heaven With the maven of funk mutation Clinton's musicians such as Bootsy Collins Raise expectations to a new intention No one can sing Quite like Smokey, Smokey Robinson Wailin' and skankin' to Bob Marley Reggae's expanding with Sly and Robbie Oops! Your mama said uh Oops! Your mama said uh Oops! Your mama said uh Oops! Your mama You might also likeAll the weekend Boyfriend was missing I surely miss him The way he'd hold me in his warm arms We went insane when we took cocaine  Bohannon, Bohannon, Bohannon, Bohannon Bohannon, Bohannon, Bohannon, Bohannon Stepping in a rhythm to a Kurtis Blow Who needs to think when your feet just go With a hippie-the-hip and a hippie-the-hop Who needs to think when your feet just go Bohannon, Bohannon, Bohannon, Bohannon Who needs to think when your feet just go Bohannon, Bohannon, Bohannon, Bohannon James Brown, James Brown James Brown, James Brown If you see him Please remind him, unhappy boyfriend Well he's the genius of love He's got a greater depth of feeling Well he's the genius of love He's so deep14Embed"
Chic,Good Times,1979,disco,"Good times These are the good times Leave your cares behind These are the good times Good times These are the good times Our new state of mind These are the good times  Happy days are here again The time is right for makin' friends Let's get together, how 'bout a quarter to ten? Come tomorrow, let's all do it again Boys will be boys, better let them have their toys Girls will be girls, cute ponytails and curls Must put an end to this stress and strife I think I want to live the sporting life  Good times These are the good times Leave your cares behind These are the good times Good times These are the good times Our new state of mind These are the good times You might also like A rumor has it that it's getting late Time marches on, just can't wait The clock keeps turning, why hesitate? You silly fool; you can't change your fate Let's cut the rug, a little jive and jitterbug We want the best, we won't settle for less Don't be a drag; participate Clams on the half shell, and roller skates, roller skates  Good times These are the good times Leave your cares behind These are the good times Good times These are the good times Our new state of mind These are the good times Good times   A rumor has it that it's getting late Time marches on, just can't wait The clock keeps turning, why hesitate? You silly fool; you can't change your fate Let's cut the rug, a little jive and jitterbug We want the best, we won't settle for less Don't be a drag; participate Clams on the half shell, and roller skates, roller skates Good times These are the good times Leave your cares behind These are the good times Good times These are the good times Our new state of mind These are the good times Good times These are the good times Leave your cares behind These are the good times Good times These are the good times Our new state of mind These are the good times Good times These are the good times Leave your cares behind These are the good times Good times2Embed"
Labelle,Lady Marmalade,1974,disco,"Hey sister, go sister Soul sister, go sister Hey sister, go sister Soul sister, go sister  He met Marmalade down in old New Orleans Strutting her stuff on the street She said, Hello, hey Joe You wanna give it a go? hmm hmm  Gitchi gitchi ya ya da da Gitchi gitchi ya ya here Mocha chocolata, ya ya Creole Lady Marmalade  Voulez-vous coucher avec moi ce soir? Voulez-vous coucher avec moi?  He stayed in her boudoir (Hey sister, go sister) While she freshened up (Soul sister, go sister) That boy drank all that magnolia wine (Hey sister, go sister, soul sister, go sister) On her black satin sheets Where he started to freak You might also like Gitchi gitchi ya ya da da Gitchi gitchi ya ya here Mocha chocolata, ya ya Creole Lady Marmalade  Voulez-vous coucher avec moi ce soir? Voulez-vous coucher avec moi?   Hey, hey, hey Touching her skin, feeling silky smooth (Ah!) Color of cafe au lait Made the savage beast inside Roar until it cried More, more, more! Now he's at home doing nine to five Living his grey flannel life But when he turns off to sleep Old memories creep More, more, more!  Gitchi gitchi ya ya da da da Gitchi gitchi ya ya here Mocha chocolata, ya ya Creole Lady Marmalade Voulez-vous coucher avec moi ce soir? Voulez-vous coucher avec moi? Voulez-vous couchez avec moi ce soir? Creole Lady Marmalade Voulez-vous coucher avec moi ce soir? Voulez-vous coucher avec moi? Voulez-vous couchez avec moi ce soir? Voulez-vous coucher avec moi? Voulez-vous coucher avec moi ce soir? Voulez-vous coucher avec moi? Voulez-vous coucher avec moi ce soir? Voulez-vous coucher avec moi?  Gitchi gitchi ya ya da da Gitchi gitchi ya ya here Mocha chocolata, ya ya Gitchi gitchi ya ya here (Ya ya ya ya) Gitchi gitchi ya ya here6Embed"
Frankie Valli,Grease,1978,disco,"I saw my problems, and I'll see the light We got a lovin' thing, we gotta feed it right There ain't no danger, we can go too far We start believin' now that we can be who we are Grease is the word They think our love is just a growin' pain Why don't they understand? It's just a cryin' shame Their lips are lyin', only real is real We stop the fight right now, we got to be what we feel Grease is the word  Grease is the word, is the word that you heard It's got a groove, it's got a meaning Grease is the time, is the place, is the motion Grease is the way we are feeling  We take the pressure and we throw away Conventionality belongs to yesterday There is a chance that we can make it so far We start believin' now that we can be who we are Grease is the word  Grease is the word, is the word that you heard It's got a groove, it's got a meaning Grease is the time, is the place, is the motion Now, grease is the way we are feeling You might also like This is a life of illusion, wrapped up in trouble Laced with confusion, what're we doin' here?  We take the pressure and we throw away Conventionality belongs to yesterday There is a chance that we can make it so far We start believin' now that we can be who we are Grease is the word  Grease is the word, is the word that you heard It's got a groove, it's got a meaning Grease is the time, is the place, is the motion Now, grease is the way we are feeling   Grease is the word, is the word that you heard It's got a groove, it's got a meaning Grease is the time, is the place, is the motion Now, grease is the way we are feeling  Grease is the word Is the word, is the word Is the word, is the word Is the word, is the word Is the word, is the word6Embed"
Kool,Celebration,1980,disco,"Yahoo! (This is your celebration) Yahoo! (This is your celebration) Celebrate good times, come on (Let's celebrate) Celebrate good times, come on (Let's celebrate)  There's a party goin' on right here A celebration to last throughout the years So bring your good times and your laughter too We gonna celebrate your party with you Come on now  (Celebration) Let's all celebrate and have a good time (Celebration) We gon' celebrate and have a good time  It's time to come together It's up to you, what's your pleasure? (Everyone around the world, come on)  Yahoo! It's a celebration Yahoo! See Kool & the Gang LiveGet tickets as low as $49You might also like Celebrate good times, come on (It's a celebration) Celebrate good times, come on (Let's celebrate)  There's a party goin' on right here A dedication to last throughout the years So bring your good times and your laughter too We gonna celebrate and party with you Come on now  (Celebration) Let's all celebrate and have a good time, yeah-yeah (Celebration) We gon' celebrate and have a good time  It's time to come together It's up to you, what's your pleasure? (Everyone around the world, come on)  Yahoo! It's a celebration Yahoo! It's a celebration  Celebrate good times, come on (Let's celebrate, come on now) Celebrate good times, come on (Let's celebrate) We're gonna have a good time tonight Let's celebrate, it's all right We're gonna have a good time tonight Let's celebrate, it's all right, baby We're gonna have a good time tonight (Celebration) Let's celebrate, it's all right We're gonna have a good time tonight (Celebration) Let's celebrate, it's all right  Yahoo! Yahoo!  Celebrate good times, come on (Let's celebrate) Celebrate good times, come on (It's a celebration) Celebrate good times, come on (Let's celebrate) Celebrate good times, come on (Come on and celebrate tonight) (Baby everything's gonna be alright, let's celebrate) Celebrate good times, come on Celebrate good times, come on (Let's have a great time, celebrate) Celebrate good times, come on9Embed"
Luther Vandross,Never Too Much,1981,disco,"I can't fool myself, I don't want nobody else to ever love me You are my shining star, my guiding light, my love fantasy There's not a minute, hour, day or night that I don't love you You're at the top of my list 'cause I'm always thinking of you I still remember in the days when I was scared to touch you How I spent my day dreaming planning how to say I love you You must have known that I had feelings deep enough to swim in That's when you opened up your heart and you told me to come in  Oh, my love A thousand kisses from you is never too much I just don't wanna stop Oh, my love A million days in your arms is never too much I just don't wanna stop  Too much, never too much, never too much, never too much  Woke up today, looked at your picture just to get me started I called you up, but you weren't there and I was broken-hearted Hung up the phone, can't be too late, the boss is so demanding Opened the door up and to my surprise, there, you were standing Well, who needs to go to work to hustle for another dollar? I'd rather be with you 'cause you make my heart scream and holler Love is a gamble and I'm so glad that I am winning We've come a long way and yet this is only the beginning You might also like Oh, my love A thousand kisses from you is never too much (Never too much, never too much, never too much) I just don't wanna stop Oh, my love A million days in your arms is never too much (Never too much, never too much, never too much) And I just don't wanna stop Oh, my love A thousand kisses from you is never, ne-ne-never (Never too much, never too much, never too much) I just don't wanna stop Oh, my love A million days in your arms is never too much11Embed"
Donna Summer,Bad Girls,1979,disco,"Toot toot, hey, beep beep, toot toot, hey, beep beep Toot toot, hey, beep beep, toot toot, hey, beep beep  Bad girls, talking ���bout the sad girls Sad girls, talking ���bout bad, bad girls, yeah  See them out on the street at night (Walkin') Picking up all kinds of strangers, if the price is right You can score if your pocket���s tight But you want a good time  You ask yourself, Who they are? Like everybody else, they come from near and far Woah, bad girls, yeah  Bad girls (Bad girls), talking ���bout the sad girls, yeah (Sad girls) The sad girls (Sad girls), talking ���bout bad, bad girls, yeah  Friday night and the strip is hot (Hot) Sun���s gone down and they���re out to trot (Out trottin') Spirit���s high and legs look hot Do you wanna get down? You might also like Now, don���t you ask yourself, Who they are? Like everybody else, they wanna be a star Woah, yeah, yeah, they're just bad girls  Bad girl, sad girl, you���re such a dirty bad girl Beeirty bad girl Beep beep, uh-huh  Now you and me, we are both the same (Both the same) Though you call yourself by a different name (Different names) Now your Mama won���t like it when she finds out (Finds out) Girl is out at night  Toot toot, hey, beep beep, toot toot, hey, beep beep Toot toot, hey, beep beep, toot toot, hey, beep beep  Hey mister, have you got a dime? (Toot toot, hey, beep beep, toot toot, hey, beep beep) Mister, do you want to spend some time, oh yeah (Toot toot, hey, beep beep, toot toot, hey, beep beep) I got what you want, you got what I need (Toot toot, hey, beep beep, toot toot, hey, beep beep) I���ll be your baby, come and spend it on me (Toot toot, hey, beep beep, toot toot, hey, beep beep) Hey mister, I���ll spend some time with you (Toot toot, hey, beep beep, toot toot, hey, beep beep) 10-2, 2-5, 10-2 (Toot toot, hey, beep beep, toot toot, hey, beep beep) Bad girls, they���re just bad girls (Toot toot, hey, beep beep, toot toot, hey, beep beep) Talkin��e sad girls, yeah (Toot toot, hey, beep beep, toot toot, hey, beep beep) Hey, hey mister, got a dime? (Toot toot, hey, beep beep, toot toot, hey, beep beep) (Toot toot, hey, beep beep, toot toot, hey, beep beep) (Toot toot, hey, beep beep, toot toot, hey, beep beep)3Embed"
Bee Gees,You Should Be Dancing,1976,disco,"My baby moves at midnight Goes right on 'til the dawn My woman, take me higher My woman, keep me warm  What you doin' on your back? Hey What you doin' on your back? Hey You should be dancing, yeah Dancing, yeah  She's juicy and she's trouble She gets it to me good My woman, give me power Go right down to my blood  What you doin' on your back? Hey What you doin' on your back? Hey You should be dancing, yeah Dancing, yeah What you doin' on your back? What you doin' on your back? Hey You should be dancing, yeah Dancing, yeah You might also like  My baby moves at midnight, yeah Goes right on 'til the dawn, yeah My woman takes me higher My woman, keep me warm  What you doin' on your back? Hey What you doin' on your back? Hey You should be dancing, yeah Dancing, yeah What you doin' on your back? Hey What you doin' on your back? Hey You should be dancing, yeah Dancing, yeah   You should be dancing, yeah You should be dancing, yeah You should be dancing, yeah You should be dancing, yeah You should be dancing, yeah You should be dancing, yeah You should be dancing, yeah You should be dancing, yeah You should be dancing, yeah You should be dancing, yeah You should be dancing, yeah7Embed"
Modern Talking,Cheri Cheri Lady,1985,disco,"Oh, I cannot explain Every time, it's the same Oh, I feel that it's real, take my heart I've been lonely too long Oh, I can't be so strong Take a chance for romance, take my heart I need you so There's no time, I'll ever go  Cheri Cheri Lady, goin' through emotion Love is where you find it, listen to your heart Cheri Cheri Lady, livin' in devotion It's always like the first time, let me take a part Cheri Cheri Lady, like there's no tomorrow Take my heart, don't lose it, listen to your heart Cheri Cheri Lady, to know you is to love you If you call me, baby, I'll be always yours  I get up and get down All my world turns around Who is right? Who is wrong? I don't know I've got pain in my heart, got a love in my soul Easy come, but I think easy go I need you so All those times I'm not so strong You might also like Cheri Cheri Lady, goin' through emotion Love is where you find it, listen to your heart Cheri Cheri Lady, livin' in devotion It's always like the first time, let me take a part Cheri Cheri Lady, like there's no tomorrow Take my heart, don't lose it, listen to your heart Cheri Cheri Lady, to know you is to love you If you call me, baby, I'll be always yours  Cheri Cheri Lady, like there's no tomorrow Take my heart, don't lose it, listen to your heart Cheri Cheri Lady, to know you is to love you If you call me, baby, I'll be yours Cheri Cheri Lady, like there's no tomorrow Take my heart, don't lose it, listen to your heart Cheri Cheri Lady, to know you is to love you If you call me, baby, I'll be yours7Embed"
Sugarhill Gang,Apache (Jump on It),1981,disco,"Ho! Ho! Ho!  Tonto, jump on it, jump on it, jump on it Kemosabe, jump on it, jump on it, jump on it Custer, jump on it, jump on it, jump on it Apache, jump on it, jump on it Wolololololo! A-hunga-hunga-hunga-hunga!  I'm Big Bank, I am the Chief I got a lot of raps but I'll be brief I never need a horse I like to chill So I, drive up in my new Seville My Tribe went down in the hall of fame 'Cause I'm the one who shot Jesse James Pound for pound, I will never break down (Big Bank!) No sir, I don't mess around  Wolololololo! Ho! Wolololololo!  Tonto, jump on it, jump on it, jump on it Kemosabe, jump on it, jump on it, jump on it Custer, jump on it, jump on it, jump on it Apache, jump on it, jump on it Wolololololo! A-hunga-hunga-hunga-hunga! You might also like Like Kemosabe, of course it's me I'm better known as the Master Gee A firing squad, sensed the danger When they're stung by the rapping ranger Had a little talk with my medicine man He said, Get them squaws, fast as you can To all you girls, that wanna join my Tribe Just move to my rhythm, and feel my vibe Put up a fuss, in the end you'll agree When you come inside, my tee-pee As I said before, you could sense the danger When you're stung by the rapping ranger When Silver and I, take a ride All you suckers better step aside I sting squaws, then I run away Hi, yo, Silver, is what I say  Ho! Ho! Wolololololo! Hit it, gang!   Ho! Ho! Ho! Wolololololo! Tonto, jump on it, jump on it, jump on it Kemosabe, jump on it, jump on it, jump on it Custer, jump on it, jump on it, jump on it Apache, jump on it, jump on it Wolololololo! A-hunga-hunga-hunga-hunga!  A pow-wow, just rock it out Finger poppin' to the break of dawn Keep it rockin' like the stuff that we call maize (What's that?) Hot buttered popcorn You just hippa-hoppa-dippa-boppa bang the boogie Woogie betcha wanna boogie again And you can put me to the test at your request I rock you out of your mocassins Kemosabe got down, took off his mask He kicked off his shoes and did the Monster Mash Tommy came along, saw what was happenin' His head began to boppin' his foot start to clappin' Go slam, dunk, do the jerk And with the mic is how my smoke signals work They were jammin' off a record that said it best: Now what you hear is not a test! Wolololololo! A-hunga-hunga-hunga-hunga! A-hunga-hunga-hunga-hunga!  Tonto, jump on it, jump on it, jump on it Kemosabe, jump on it, jump on it, jump on it Custer, jump on it, jump on it, jump on it Apache, jump on it, jump on it Wolololololo!5Embed"
The Four Seasons,"December, 1963 (Oh, What a Night)",1975,disco,"Oh, what a night Late December, back in '63 What a very special time for me As I remember, what a night  Oh, what a night You know, I didn't even know her name But I was never gonna be the same What a lady, what a night  Oh, I, I got a funny feeling When she walked in the room And my, as I recall It ended much too soon  (Oh, what a night) Hypnotizing, mesmerizin' me She was everything I dreamed she'd be Sweet surrender, what a night  And I felt a rush Like a rolling bolt of thunder Spinning my head around And takin' my body under (Oh, what a night) See The Four Seasons LiveGet tickets as low as $52You might also like Oh, I got a funny feeling When she walked in the room And my, as I recall It ended much too soon  (Oh, what a night) Why'd it take so long to see the light? Seemed so wrong, but now it seems so right What a lady, what a night  Oh, I felt a rush Like a rolling bolt of thunder Spinning my head around And takin' my body under  (Oh, what a night) Do do do, do do, do do do do (Oh, what a night) Do do do, do do, do do do do (Oh, what a night) Do do do, do do, do do do do (Oh, what a night) Do do do, do do, do do do do...11Embed"
Rod Stewart,Da Ya Think I'm Sexy?,1978,disco,"Sugar, sugar Ooh  She sits alone waitin' for suggestions He's so nervous, avoidin' all the questions His lips are dry, her heart is gently poundin' Don't you just know exactly what they're thinkin'?  If you want my body and you think I'm sexy Come on, sugar, let me know If you really need me, just reach out and touch me Come on, honey, tell me so (Tell me so, baby)  He's actin' shy, lookin' for an answer Come on, honey, let's spend the night together Now, hold on a minute before we go much further Give me a dime so I can phone my mother They catch a cab to his high-rise apartment At last, he can tell exactly what his heart meant  If you want my body and you think I'm sexy Come on, honey, tell me so If you really need me, just reach out and touch me Come on, sugar, let me know, ow See Rod Stewart LiveGet tickets as low as $59You might also like His heart's beating like a drum 'Cause, at last, he's got this girl home Relax, baby, now, we are all alone, ow   They wake at dawn 'cause all the birds are singing Two total strangers but that ain't what they're thinking Outside, it's cold, misty and it's raining They got each other, neither one's complaining He says, I'm sorry but I'm out of milk and coffee Never mind, sugar, we can watch the early movie  If you want my body and you think I'm sexy Come on, sugar, let me know If you really need me, just reach out and touch me Come on, honey, tell me so   If you really need me, just reach out and touch me Come on, sugar, let me know If you really, really, really, really need me Just let me know Just reach out and touch me If you really want me Just reach out and touch me Come on, sugar, let me know If you really need me, just reach out and touch me Come on, sugar, let me know If you, if you, if you really need me Just come on and tell me so7Embed"
David Bowie,Let's Dance,1983,disco,"Ah, ah, ah, ah  (Let's dance) (Let's dance)  (Let's dance) put on your red shoes and dance the blues (Let's dance) to the song they're playing on the radio (Let's sway) while colour lights up your face (Let's sway) sway through the crowd to an empty space  If you say run, I'll run with you And if you say hide, we'll hide Because my love for you would break my heart in two If you should fall, into my arms and tremble like a flower  (Let's dance) (Let's dance)  (Let's dance) for fear your grace should fall (Let's dance) for fear tonight is all (Let's sway) you could look into my eyes (Let's sway) under the moonlight, this serious moonlight You might also like And if you say run, I'll run with you And if you say hide, we'll hide Because my love for you would break my heart in two If you should fall, into my arms and tremble like a flower  (Let's dance) (Let's dance)  (Let's dance) put on your red shoes and dance the blues (Let's dance) to the song we're playing (Let's sway) (Let's sway) under the moonlight, this serious moonlight  (Let's dance) (Let's...) (Let's...) (Let's...) (Let's sway) (Let's...) Let's dance, let's dance, let's dance, let's dance, let's dance (Let's dance) Let's sway Let's sway Let's dance, let's dance, let's dance, let's dance, let's dance (Let's dance) (Let's dance) (Let's dance) (Let's dance)19Embed"
Electric Light Orchestra,Evil Woman,1975,disco,"You made a fool of me But them broken dreams have got to end  Hey woman, you got the blues 'Cause you ain't got no one else to use There's an open road that leads nowhere So just make some miles between here and there There's a hole in my head where the rain comes in You took my body and played to win Ha, ha, woman, it's a cryin' shame But you ain't got nobody else to blame  Evil woman Evil woman Evil woman Evil woman  Rolled in from another town Hit some gold, too hot to settle down But a fool and his money soon go separate ways You found a fool lyin' in a daze Ha, ha, woman, what you gonna do? You destroyed all the virtues that the Lord gave you It's so good that you're feeling pain But you better get your face on board the very next train (Hey, hey-hey-hey) You might also like Evil woman Evil woman Evil woman (You're an evil woman) Evil woman  Hey, hey-hey-hey Hey, hey-hey-hey Hey, hey-hey  Evil woman Evil woman Evil woman (You're an evil woman) Evil woman  Evil woman, how you done me wrong But now you're tryin' to wail a different song Ha, ha, funny how you broke me up You made the wine, now you drink the cup Came a-runnin' every time you cried Thought I saw love smilin' in your eyes Ha, ha, very nice to know That you ain't got no place left to go (Oh, oh-oh-oh) Evil woman Evil woman Evil woman (You're an evil woman) Evil woman  Evil woman Evil woman (You're an evil woman) Evil woman (Such an evil woman) Evil woman (You're an evil woman) Evil woman (Such an evil woman) Evil woman (You're an evil woman)...11Embed"
Whitney Houston,How Will I Know,1985,disco,"There's a boy I know, he's the one I dream of Looks into my eyes, takes me to the clouds above Ooh, I lose control, can't seem to get enough, uh-huh When I wake from dreaming, tell me, is it really love?  Ooh, how will I know? (Don't trust your feelings) How will I know? How will I know? (Love can be deceiving) How will I know?  How will I know if he really loves me? I say a prayer with every heartbeat I fall in love whenever we meet I'm asking you 'cause you know about these things How will I know if he's thinking of me? I try to phone, but I'm too shy (Can't speak) Falling in love is so bittersweet This love is strong, why do I feel weak?  Oh, wake me, I'm shaking Wish I had you near me now, uh-huh Said there's no mistakin' What I feel is really love Ooh, tell me You might also like How will I know? (Don't trust your feelings) How will I know? How will I know? (Love can be deceiving) How will I know?  How will I know if he really loves me? I say a prayer with every heartbeat I fall in love whenever we meet I'm asking you 'cause you know about these things How will I know if he's thinking of me? I try to phone, but I'm too shy (Can't speak) Falling in love is so bittersweet This love is strong, why do I feel weak?  If he loves me If he loves me not (Mm) If he loves me (Ooh) If he loves me not (Hey) If he loves me If he loves me not Oh, how will I know? How will I know? How will I know? Hey, how will I know? (Ooh) How will I know if he really loves me? I say a prayer with every heartbeat I fall in love whenever we meet I'm asking you 'cause you know about these things How will I know if he's thinking of me? I try to phone, but I'm too shy (Can't speak) Falling in love is so bittersweet This love is strong, why do I feel weak?  How will I know? (How will I know?) How will I know? How will I know? (I say a prayer) How will I know? Ooh How will I know? (I fall in love) How will I know? Hey, how will I know? I'm asking you How will I, how will I know?11Embed"
